,TeamNumber,Location/Category,Division,Tier,ScoredImages,PlayTimehh:mm:ss,**,CCSScore,Adjust,CiscoScore,TotalScore
1789,15-3125,TX,Open,High School,3,04:07:56,,176,0.00,7.00,183.00
1790,15-1405,TX,Open,High School,3,05:33:57,,183,0.00,0.00,183.00
1791,15-2215,NV,All Service,High School,3,05:50:56,,175,0.00,8.00,183.00
1792,15-3019,TX,Open,High School,3,05:55:00,,183,0.00,0.00,183.00
1793,15-1473,MI,Open,High School,3,05:48:15,,160,0.00,23.00,183.00
1794,15-4559,OK,All Service,High School,3,22:49:01,MT,104,72.00,7.00,183.00
1795,15-0617,CA,Open,High School,3,01:49:57,,163,0.00,19.57,182.57
1796,15-3000,AL,Open,High School,3,05:37:01,,166,0.00,16.57,182.57
1797,15-0533,CA,All Service,High School,2,05:54:01,,157,0.00,25.57,182.57
1798,15-0439,FL,Middle School,Middle School,2,05:27:56,,169,0.00,13.40,182.40
1799,15-5217,CA,Middle School,Middle School,2,04:58:56,,177,0.00,5.40,182.40
1800,15-1492,MI,Open,High School,3,04:54:55,M,163,0.00,19.29,182.29
1801,15-0447,IA,All Service,High School,3,03:01:01,,182,0.00,0.00,182.00
1802,15-4548,PA,Open,High School,3,08:49:00,T,184,-2.00,0.00,182.00
1803,15-5339,MD,Open,High School,3,04:26:55,,182,0.00,0.00,182.00
1804,15-2657,FL,All Service,High School,3,04:16:55,,170,0.00,12.00,182.00
1805,15-3213,IN,All Service,High School,3,05:06:57,,182,0.00,0.00,182.00
1806,15-3700,VA,Open,High School,3,04:32:59,,178,0.00,4.00,182.00
1807,15-4858,MD,Open,High School,3,05:45:56,,182,0.00,0.00,182.00
1808,15-1745,NV,Middle School,Middle School,2,05:26:56,,182,0.00,0.00,182.00
1809,15-5040,FL,All Service,High School,3,05:51:56,,182,0.00,0.00,182.00
1810,15-5252,CA,Middle School,Middle School,2,05:34:56,,178,0.00,4.00,182.00
1811,15-4077,CA,All Service,High School,3,05:54:59,,176,0.00,6.00,182.00
1812,15-3970,IL,Middle School,Middle School,2,05:55:00,,182,0.00,0.00,182.00
1813,15-2254,TX,All Service,High School,3,05:39:01,,175,0.00,6.86,181.86
1814,15-0492,VA,Open,High School,3,05:51:56,,173,0.00,8.67,181.67
1815,15-2181,ID,Middle School,Middle School,2,05:51:56,,176,0.00,5.40,181.40
1816,15-2822,MD,Open,High School,3,05:02:00,,157,0.00,24.38,181.38
1817,15-5158,VA,All Service,High School,3,04:56:01,,181,0.00,0.00,181.00
1818,15-0296,GA,Middle School,Middle School,2,05:16:58,,175,0.00,6.00,181.00
1819,15-3026,VIR,Open,High School,3,05:47:59,,181,0.00,0.00,181.00
1820,15-4209,CAN,Open,High School,3,05:42:58,,181,0.00,0.00,181.00
1821,15-2596,TX,All Service,High School,3,05:47:56,,181,0.00,0.00,181.00
1822,15-4256,VA,Open,High School,3,05:57:02,,181,0.00,0.00,181.00
1823,15-2375,FL,All Service,High School,3,05:59:57,,181,0.00,0.00,181.00
1824,15-2636,TX,All Service,High School,3,05:23:03,,161,0.00,19.57,180.57
1825,15-4667,CA,Middle School,Middle School,2,05:38:56,,174,0.00,6.40,180.40
1826,15-0123,WA,All Service,High School,3,05:23:58,,180,0.00,0.00,180.00
1827,15-4158,CO,Middle School,Middle School,2,05:15:56,,180,0.00,0.00,180.00
1828,15-5118,VA,Open,High School,3,05:20:01,,180,0.00,0.00,180.00
1829,15-2258,GA,Open,High School,3,05:25:56,,180,0.00,0.00,180.00
1830,15-2000,VA,Open,High School,3,05:40:56,,169,0.00,11.00,180.00
1831,15-4896,CA,All Service,High School,3,05:57:57,,170,0.00,10.00,180.00
1832,15-2177,NJ,Open,High School,3,05:42:56,,162,0.00,17.86,179.86
1833,15-3561,AL,Open,High School,3,05:11:56,,172,0.00,7.67,179.67
1834,15-1956,MD,Open,High School,3,04:15:58,,165,0.00,14.43,179.43
1835,15-0237,WA,Open,High School,3,02:08:59,,171,0.00,8.33,179.33
1836,15-3916,CAN,Open,High School,3,05:02:59,,173,0.00,6.33,179.33
1837,15-3103,IL,Open,High School,3,04:37:55,,174,0.00,5.14,179.14
1838,15-3489,NM,Open,High School,3,03:32:43,,179,0.00,0.00,179.00
1839,15-3079,TX,Open,High School,3,04:47:58,,179,0.00,0.00,179.00
1840,15-0342,FL,All Service,High School,3,05:54:57,,179,0.00,0.00,179.00
1841,15-3020,TX,Open,High School,3,05:55:00,,179,0.00,0.00,179.00
1842,15-2639,CA,Open,High School,3,05:52:05,,157,0.00,21.95,178.95
1843,15-3306,CA,Open,High School,3,05:50:56,,158,0.00,20.71,178.71
1844,15-4182,WI,Open,High School,3,05:59:56,,155,0.00,23.57,178.57
1845,15-0629,TX,Middle School,Middle School,2,05:35:57,,171,0.00,7.40,178.40
1846,15-1986,CA,Open,High School,3,02:48:56,,172,0.00,6.33,178.33
1847,15-0990,VA,Open,High School,3,05:46:56,,174,0.00,4.29,178.29
1848,15-3237,WA,Open,High School,3,02:08:37,,154,0.00,24.00,178.00
1849,15-4580,CA,Open,High School,3,02:35:01,,178,0.00,0.00,178.00
1850,15-4330,TX,Open,High School,3,02:57:58,,178,0.00,0.00,178.00
1851,15-1129,FL,All Service,High School,3,03:05:58,,178,0.00,0.00,178.00
1852,15-0883,AL,Open,High School,3,04:09:04,,178,0.00,0.00,178.00
1853,15-1188,PA,All Service,High School,2,04:58:45,,178,0.00,0.00,178.00
1854,15-1704,CAN,Open,High School,3,05:03:58,,178,0.00,0.00,178.00
1855,15-4029,MI,Open,High School,3,05:15:56,,169,0.00,9.00,178.00
1856,15-3912,TX,All Service,High School,3,05:08:02,,178,0.00,0.00,178.00
1857,15-4200,MI,Open,High School,3,05:04:56,,178,0.00,0.00,178.00
1858,15-4673,NJ,All Service,High School,3,05:05:56,,178,0.00,0.00,178.00
1859,15-4206,MI,Open,High School,3,09:08:55,T,180,-2.00,0.00,178.00
1860,15-2269,ID,Middle School,Middle School,2,05:45:56,,175,0.00,3.00,178.00
1861,15-2496,MI,Open,High School,3,05:56:56,,178,0.00,0.00,178.00
1862,15-3329,CA,Open,High School,3,06:00:56,T,161,-2.00,19.00,178.00
1863,15-1792,CA,Open,High School,3,06:00:57,T,173,-2.00,7.00,178.00
1864,15-1891,CA,Middle School,Middle School,2,05:31:57,,165,0.00,12.60,177.60
1865,15-5242,CA,Open,High School,3,04:52:56,,168,0.00,9.29,177.29
1866,15-0927,NM,Open,High School,3,03:34:56,,167,0.00,10.14,177.14
1867,15-4838,NE,All Service,High School,3,03:49:55,,177,0.00,0.00,177.00
1868,15-0177,GA,Middle School,Middle School,2,05:05:56,,177,0.00,0.00,177.00
1869,15-5181,VA,Open,High School,3,05:30:56,,177,0.00,0.00,177.00
1870,15-0297,GA,Middle School,Middle School,2,05:33:54,,171,0.00,6.00,177.00
1871,15-0423,LA,Middle School,Middle School,2,05:50:56,,177,0.00,0.00,177.00
1872,15-0775,OH,Open,High School,3,05:56:55,,167,0.00,10.00,177.00
1873,15-2305,GA,Open,High School,3,06:27:55,T,183,-6.00,0.00,177.00
1874,15-4046,VA,Open,High School,3,04:44:58,,158,0.00,18.86,176.86
1875,15-1106,CO,Open,High School,3,05:48:56,,163,0.00,13.86,176.86
1876,15-5273,WA,All Service,High School,3,05:14:00,,153,0.00,23.67,176.67
1877,15-3272,CO,Open,High School,2,03:34:59,,157,0.00,19.52,176.52
1878,15-4974,OH,Open,High School,3,05:12:00,,172,0.00,4.33,176.33
1879,15-0750,FL,Open,High School,3,05:16:56,,164,0.00,12.29,176.29
1880,15-5146,PA,Open,High School,3,05:18:56,,154,0.00,22.14,176.14
1881,15-1006,OK,Open,High School,3,03:47:00,,176,0.00,0.00,176.00
1882,15-1567,CA,Middle School,Middle School,2,04:10:56,,170,0.00,6.00,176.00
1883,15-0749,FL,Open,High School,3,04:46:58,,171,0.00,5.00,176.00
1884,15-4957,PA,Open,High School,3,04:55:56,M,180,-5.00,1.00,176.00
1885,15-0954,NC,All Service,High School,3,05:26:03,,176,0.00,0.00,176.00
1886,15-4322,VA,Open,High School,3,05:25:56,,176,0.00,0.00,176.00
1887,15-1562,NC,Open,High School,3,05:36:57,,176,0.00,0.00,176.00
1888,15-2649,FL,Open,High School,3,05:44:56,,170,0.00,6.00,176.00
1889,15-1676,VA,Open,High School,3,05:43:01,,176,0.00,0.00,176.00
1890,15-2884,CA,Middle School,Middle School,2,05:52:57,,161,0.00,14.80,175.80
1891,15-0282,CA,Open,High School,3,04:13:56,,167,0.00,8.67,175.67
1892,15-0391,KY,All Service,High School,3,05:46:55,,170,0.00,5.67,175.67
1893,15-2883,CA,Middle School,Middle School,2,05:49:56,,164,0.00,11.60,175.60
1894,15-3390,FL,All Service,High School,3,05:56:58,,160,0.00,15.52,175.52
1895,15-4397,TN,Open,High School,3,03:37:56,,170,0.00,5.33,175.33
1896,15-1499,AL,Open,High School,3,05:53:05,,175,0.00,0.29,175.29
1897,15-3119,CA,All Service,High School,3,03:49:57,,169,0.00,6.00,175.00
1898,15-0904,HI,Open,High School,3,05:42:57,,169,0.00,6.00,175.00
1899,15-0431,AR,Open,High School,3,05:53:57,,175,0.00,0.00,175.00
1900,15-1012,TX,Open,High School,2,05:15:56,,164,-5.00,16.00,175.00
1901,15-0162,MS,All Service,High School,3,05:38:57,,170,0.00,5.00,175.00
1902,15-3779,TN,Open,High School,3,05:52:56,,175,0.00,0.00,175.00
1903,15-2304,GA,Open,High School,3,06:58:57,MT,189,-14.00,0.00,175.00
1904,15-2126,TX,All Service,High School,3,05:39:01,,175,0.00,0.00,175.00
1905,15-1284,GA,Open,High School,3,05:50:59,,175,0.00,0.00,175.00
1906,15-1631,OK,All Service,High School,3,05:58:57,,175,0.00,0.00,175.00
1907,15-0711,IL,Middle School,Middle School,2,04:03:57,,166,0.00,8.80,174.80
1908,15-0238,WA,Open,High School,3,03:40:56,,169,0.00,5.67,174.67
1909,15-3024,CA,Open,High School,3,05:30:57,,166,0.00,8.60,174.60
1910,15-4509,MD,Middle School,Middle School,2,05:50:56,,161,0.00,13.20,174.20
1911,15-1524,MA,Open,High School,3,04:12:58,,164,0.00,10.05,174.05
1912,15-5109,CA,Open,High School,3,02:59:55,,165,0.00,9.00,174.00
1913,15-1396,VA,Middle School,Middle School,2,03:35:55,,174,0.00,0.00,174.00
1914,15-0365,CA,Open,High School,3,05:32:57,,167,0.00,7.00,174.00
1915,15-3813,CA,Open,High School,2,05:08:57,,174,0.00,0.00,174.00
1916,15-4821,CA,All Service,High School,3,05:31:00,,174,0.00,0.00,174.00
1917,15-1502,CA,All Service,High School,3,05:20:56,,174,0.00,0.00,174.00
1918,15-1657,TX,All Service,High School,3,05:50:56,,174,0.00,0.00,174.00
1919,15-4107,VA,Middle School,Middle School,2,05:46:55,,174,0.00,0.00,174.00
1920,15-4480,AZ,All Service,High School,3,05:49:00,,174,0.00,0.00,174.00
1921,15-5381,MD,Open,High School,3,05:00:56,,169,0.00,4.67,173.67
1922,15-2333,VA,Open,High School,3,05:35:59,,168,0.00,5.67,173.67
1923,15-3884,TX,Open,High School,3,06:09:59,T,170,-2.00,5.67,173.67
1924,15-0193,GA,Middle School,Middle School,2,05:05:55,,173,0.00,0.00,173.00
1925,15-4201,MI,Open,High School,3,05:03:56,,173,0.00,0.00,173.00
1926,15-3800,VA,All Service,High School,3,05:22:58,,173,0.00,0.00,173.00
1927,15-3128,FL,Open,High School,3,05:51:58,,173,0.00,0.00,173.00
1928,15-2761,TX,All Service,High School,3,05:43:57,,173,0.00,0.00,173.00
1929,15-4252,IL,Open,High School,3,05:36:56,,173,0.00,0.00,173.00
1930,15-3668,CA,Open,High School,3,05:26:57,,164,0.00,9.00,173.00
1931,15-1426,VA,All Service,High School,3,05:53:55,,173,0.00,0.00,173.00
1932,15-0180,TX,Middle School,Middle School,2,06:03:58,T,177,-4.00,0.00,173.00
1933,15-4323,VA,Open,High School,3,05:49:55,M,165,-10.00,17.86,172.86
1934,15-3999,CA,Open,High School,3,03:57:57,,165,0.00,7.33,172.33
1935,15-0301,TX,Open,High School,3,05:57:56,,166,0.00,6.33,172.33
1936,15-3370,CT,Open,High School,2,05:25:55,,161,0.00,11.14,172.14
1937,15-2476,OK,Open,High School,3,07:01:56,T,147,-2.00,27.10,172.10
1938,15-1252,CAN,Open,High School,3,05:30:55,,160,0.00,12.05,172.05
1939,15-3273,UT,All Service,High School,3,02:54:59,,166,0.00,6.00,172.00
1940,15-1245,FL,Open,High School,3,04:35:56,,172,0.00,0.00,172.00
1941,15-1452,NY,Middle School,Middle School,2,05:05:56,,172,0.00,0.00,172.00
1942,15-4508,VA,Open,High School,3,05:07:00,,172,0.00,0.00,172.00
1943,15-1014,TX,Open,High School,3,05:36:57,,170,0.00,2.00,172.00
1944,15-3112,TX,Open,High School,3,05:54:56,,161,0.00,11.00,172.00
1945,15-2089,NV,Open,High School,3,05:49:56,,161,0.00,10.95,171.95
1946,15-0347,RI,Open,High School,3,04:27:56,,154,0.00,17.71,171.71
1947,15-2624,TX,Middle School,Middle School,2,05:56:56,,165,-10.00,16.40,171.40
1948,15-0641,VA,Open,High School,3,04:43:57,,165,0.00,6.33,171.33
1949,15-0413,VA,All Service,High School,3,05:34:01,,168,0.00,3.33,171.33
1950,15-0288,CAN,Open,High School,3,15:35:57,T,147,-2.00,26.29,171.29
1951,15-2902,ID,Open,High School,3,03:10:43,,171,0.00,0.00,171.00
1952,15-0898,NV,Open,High School,3,04:33:55,,171,0.00,0.00,171.00
1953,15-0487,VA,All Service,High School,3,04:27:58,,171,0.00,0.00,171.00
1954,15-4859,MD,Open,High School,3,295:01:56,T,173,-2.00,0.00,171.00
1955,15-3764,CO,Middle School,Middle School,2,05:03:53,,171,0.00,0.00,171.00
1956,15-4561,GA,Open,High School,3,05:23:59,,171,0.00,0.00,171.00
1957,15-3737,TX,All Service,High School,3,05:32:56,,162,0.00,9.00,171.00
1958,15-3622,VA,All Service,High School,3,05:53:59,,171,0.00,0.00,171.00
1959,15-5076,OK,All Service,High School,3,05:36:57,,171,0.00,0.00,171.00
1960,15-4733,MI,Open,High School,3,05:26:55,,161,0.00,9.86,170.86
1961,15-4758,MD,Open,High School,3,04:49:55,,162,0.00,8.57,170.57
1962,15-1739,MD,Open,High School,3,04:26:56,,157,0.00,13.10,170.10
1963,15-4524,CA,Open,High School,3,03:15:56,,170,0.00,0.00,170.00
1964,15-4005,HI,Open,High School,3,05:21:00,,170,0.00,0.00,170.00
1965,15-4422,TX,Open,High School,3,04:20:56,,170,0.00,0.00,170.00
1966,15-2474,TN,All Service,High School,2,05:54:00,,170,0.00,0.00,170.00
1967,15-4500,HI,Open,High School,3,05:38:56,,170,0.00,0.00,170.00
1968,15-4684,TX,Middle School,Middle School,2,05:47:56,,170,0.00,0.00,170.00
1969,15-2371,FL,All Service,High School,3,05:49:44,,170,0.00,0.00,170.00
1970,15-0434,CAN,Middle School,Middle School,2,05:53:56,,167,0.00,3.00,170.00
1971,15-4995,CA,Open,High School,3,05:53:57,M,168,-5.00,7.00,170.00
1972,15-4226,WA,Open,High School,3,04:14:56,,164,0.00,5.33,169.33
1973,15-1337,NV,Open,High School,3,03:37:56,,153,0.00,16.00,169.00
1974,15-1476,MI,Open,High School,3,04:36:56,,169,0.00,0.00,169.00
1975,15-2394,FL,Open,High School,3,05:03:56,,156,0.00,13.00,169.00
1976,15-2494,SC,All Service,High School,3,04:48:56,,169,0.00,0.00,169.00
1977,15-4454,VA,Open,High School,3,04:57:00,,169,0.00,0.00,169.00
1978,15-4145,PA,All Service,High School,3,05:15:14,,169,0.00,0.00,169.00
1979,15-4270,CA,All Service,High School,3,05:21:57,,169,0.00,0.00,169.00
1980,15-2940,OK,Open,High School,3,08:41:00,T,175,-6.00,0.00,169.00
1981,15-0269,CA,Middle School,Middle School,2,05:58:56,,169,0.00,0.00,169.00
1982,15-4191,TX,All Service,High School,3,20:15:59,T,168,-6.00,6.81,168.81
1983,15-3244,VA,Middle School,Middle School,2,04:50:56,,164,0.00,4.80,168.80
1984,15-3158,MA,Open,High School,3,03:57:57,,163,0.00,5.71,168.71
1985,15-4926,TN,Open,High School,3,02:20:56,,162,0.00,6.67,168.67
1986,15-0555,MI,Open,High School,3,03:59:56,,161,0.00,7.67,168.67
1987,15-3149,CA,Open,High School,3,05:44:57,,148,0.00,20.57,168.57
1988,15-2425,AL,Open,High School,3,05:59:56,,157,0.00,11.57,168.57
1989,15-1977,VA,Open,High School,3,04:44:00,,158,0.00,10.43,168.43
1990,15-4560,OK,All Service,High School,3,28:43:58,T,169,-6.00,5.29,168.29
1991,15-3706,CA,Middle School,Middle School,2,04:44:55,,163,0.00,5.20,168.20
1992,15-0164,HI,All Service,High School,3,05:30:57,,154,0.00,14.14,168.14
1993,15-2146,FL,All Service,High School,3,05:45:56,,160,0.00,8.14,168.14
1994,15-4626,AE,Open,High School,3,03:08:57,,160,0.00,8.00,168.00
1995,15-0799,FL,Open,High School,3,04:33:59,,168,0.00,0.00,168.00
1996,15-3991,CO,Middle School,Middle School,2,05:06:57,,164,0.00,4.00,168.00
1997,15-4007,CA,All Service,High School,3,05:50:59,,168,0.00,0.00,168.00
1998,15-1507,TX,Open,High School,3,05:32:56,,163,0.00,5.00,168.00
1999,15-1847,CA,Open,High School,3,05:46:59,,173,-5.00,0.00,168.00
2000,15-2909,CA,Open,High School,3,06:10:02,MT,179,-11.00,0.00,168.00
2001,15-0084,WA,Open,High School,3,05:47:56,,161,0.00,6.67,167.67
2002,15-2950,CA,Open,High School,3,04:48:56,,142,0.00,25.57,167.57
2003,15-2092,NV,Open,High School,3,05:50:58,,154,0.00,13.14,167.14
2004,15-1032,OK,Open,High School,3,02:43:55,,167,0.00,0.00,167.00
2005,15-2650,CA,Open,High School,3,03:08:58,,158,0.00,9.00,167.00
2006,15-3852,FL,All Service,High School,3,03:56:58,,167,0.00,0.00,167.00
2007,15-4418,IN,Open,High School,3,04:44:56,,167,0.00,0.00,167.00
2008,15-2297,OK,All Service,High School,3,05:46:58,,164,0.00,3.00,167.00
2009,15-1347,SC,Open,High School,3,05:20:04,,167,0.00,0.00,167.00
2010,15-1143,NC,Open,High School,2,05:45:01,,159,0.00,8.00,167.00
2011,15-0780,NV,Open,High School,3,05:51:57,,167,0.00,0.00,167.00
2012,15-4404,CA,Open,High School,3,05:39:58,,158,0.00,8.67,166.67
2013,15-3053,TX,Open,High School,3,02:50:55,,149,0.00,17.57,166.57
2014,15-2615,NY,Open,High School,3,04:44:56,M,143,-5.00,28.57,166.57
2015,15-3094,ND,All Service,High School,3,05:31:57,,156,0.00,10.43,166.43
2016,15-5303,MD,Open,High School,3,05:57:55,,154,0.00,12.14,166.14
2017,15-1741,MD,Open,High School,3,04:19:56,,153,0.00,13.10,166.10
2018,15-2340,TN,Open,High School,3,05:05:00,,166,0.00,0.00,166.00
2019,15-0412,VA,All Service,High School,3,05:34:08,,166,0.00,0.00,166.00
2020,15-3887,TX,Open,High School,2,05:58:58,,166,0.00,0.00,166.00
2021,15-4973,TX,Open,High School,3,05:37:56,,166,0.00,0.00,166.00
2022,15-4243,SC,All Service,High School,3,05:31:58,,166,0.00,0.00,166.00
2023,15-3385,FL,All Service,High School,3,05:49:55,,159,0.00,7.00,166.00
2024,15-3891,CA,Open,High School,3,05:57:56,,165,0.00,1.00,166.00
2025,15-4116,TX,All Service,High School,3,05:51:55,,158,0.00,8.00,166.00
2026,15-2998,AL,All Service,High School,3,05:56:55,,159,0.00,7.00,166.00
2027,15-1692,CA,Middle School,Middle School,2,04:57:56,,161,0.00,4.80,165.80
2028,15-0295,GA,Middle School,Middle School,2,05:16:59,,160,0.00,5.80,165.80
2029,15-0432,CAN,Middle School,Middle School,2,05:50:58,,160,0.00,5.40,165.40
2030,15-4391,MA,Open,High School,3,04:05:55,,162,0.00,3.38,165.38
2031,15-5348,MO,Middle School,Middle School,2,04:12:56,,151,0.00,14.20,165.20
2032,15-2676,CA,Middle School,Middle School,2,05:40:57,,161,0.00,4.20,165.20
2033,15-0417,VA,All Service,High School,3,06:14:55,T,151,-2.00,16.14,165.14
2034,15-4017,MD,Open,High School,3,04:50:56,,145,0.00,20.10,165.10
2035,15-5288,NY,Open,High School,3,02:46:56,,165,0.00,0.00,165.00
2036,15-1266,GA,All Service,High School,3,03:43:01,,165,0.00,0.00,165.00
2037,15-1453,NY,All Service,High School,2,05:26:00,,165,0.00,0.00,165.00
2038,15-2762,TX,Open,High School,3,05:51:59,,165,0.00,0.00,165.00
2039,15-2522,CA,All Service,High School,3,02:50:55,,146,0.00,18.86,164.86
2040,15-2160,AL,Middle School,Middle School,2,05:29:55,,145,0.00,19.80,164.80
2041,15-5226,WA,All Service,High School,3,03:27:57,,139,0.00,25.52,164.52
2042,15-2352,GA,All Service,High School,3,05:31:59,,156,0.00,8.48,164.48
2043,15-1550,NV,All Service,High School,3,02:10:56,,164,0.00,0.00,164.00
2044,15-2180,MO,All Service,High School,3,02:04:57,,164,0.00,0.00,164.00
2045,15-4547,PA,Open,High School,3,06:58:56,MT,171,-7.00,0.00,164.00
2046,15-3494,IA,Open,High School,3,05:03:57,,164,0.00,0.00,164.00
2047,15-4273,SC,All Service,High School,3,05:01:59,,164,0.00,0.00,164.00
2048,15-2823,MD,Open,High School,3,04:55:56,,164,0.00,0.00,164.00
2049,15-3609,HI,Middle School,Middle School,2,05:52:57,,164,0.00,0.00,164.00
2050,15-0443,CO,All Service,High School,3,05:58:57,,164,0.00,0.00,164.00
2051,15-1457,NC,All Service,High School,3,05:54:57,,164,0.00,0.00,164.00
2052,15-1040,LA,All Service,High School,3,05:58:59,,164,0.00,0.00,164.00
2053,15-4980,CA,Open,High School,3,06:01:56,T,168,-4.00,0.00,164.00
2054,15-4493,CA,Middle School,Middle School,2,05:27:57,,161,0.00,2.80,163.80
2055,15-3578,CA,Open,High School,3,04:53:00,,159,0.00,4.67,163.67
2056,15-3697,VA,Open,High School,3,04:27:59,,162,0.00,1.43,163.43
2057,15-0300,TX,Open,High School,3,06:00:00,,155,0.00,8.38,163.38
2058,15-2842,TX,Open,High School,3,04:51:56,,144,0.00,19.19,163.19
2059,15-1007,CAN,Open,High School,3,03:26:57,,163,0.00,0.00,163.00
2060,15-3938,TX,Open,High School,3,03:18:56,,163,0.00,0.00,163.00
2061,15-1264,TN,All Service,High School,3,03:27:55,,163,0.00,0.00,163.00
2062,15-0572,CO,Open,High School,3,03:29:56,,168,-5.00,0.00,163.00
2063,15-2224,NY,All Service,High School,3,04:42:56,,163,0.00,0.00,163.00
2064,15-0948,AL,Open,High School,3,05:05:56,,157,0.00,6.00,163.00
2065,15-3635,CAN,Open,High School,3,11:36:57,T,165,-2.00,0.00,163.00
2066,15-2580,GA,All Service,High School,2,05:44:03,,163,0.00,0.00,163.00
2067,15-3877,CO,Middle School,Middle School,2,05:12:57,,159,0.00,3.80,162.80
2068,15-3506,WA,Open,High School,3,05:12:56,,158,0.00,4.67,162.67
2069,15-2044,TN,Open,High School,3,04:41:58,,158,0.00,4.33,162.33
2070,15-3095,UT,Open,High School,3,05:20:24,,158,-5.00,9.33,162.33
2071,15-0006,TX,Open,High School,3,05:53:00,,157,0.00,5.33,162.33
2072,15-2082,TN,Open,High School,3,04:50:55,,153,0.00,9.00,162.00
2073,15-5200,CA,All Service,High School,3,05:19:55,,156,0.00,6.00,162.00
2074,15-0111,FL,All Service,High School,3,05:18:56,,162,0.00,0.00,162.00
2075,15-2829,CA,Open,High School,3,05:42:11,,162,0.00,0.00,162.00
2076,15-0134,WA,All Service,High School,3,99:11:56,MT,164,-2.00,0.00,162.00
2077,15-1348,CT,All Service,High School,3,04:06:57,,160,0.00,1.95,161.95
2078,15-4095,NJ,All Service,High School,3,05:14:56,,155,0.00,6.67,161.67
2079,15-2675,CA,Middle School,Middle School,2,05:43:57,,157,0.00,4.60,161.60
2080,15-2614,NY,Open,High School,2,04:32:55,M,138,-5.00,28.57,161.57
2081,15-2666,NC,Open,High School,3,06:02:00,T,157,-6.00,10.43,161.43
2082,15-4751,CA,Middle School,Middle School,2,04:49:55,,157,0.00,4.20,161.20
2083,15-4521,CA,Open,High School,3,03:18:56,,161,0.00,0.00,161.00
2084,15-4890,CA,Open,High School,3,03:59:56,,161,0.00,0.00,161.00
2085,15-1877,VA,Open,High School,3,04:56:56,,152,0.00,9.00,161.00
2086,15-2234,FL,All Service,High School,3,04:56:57,,154,0.00,7.00,161.00
2087,15-0426,NC,Open,High School,3,05:15:55,,155,0.00,6.00,161.00
2088,15-2778,TN,All Service,High School,3,05:08:56,,155,0.00,6.00,161.00
2089,15-4632,MD,All Service,High School,3,06:00:56,T,163,-2.00,0.00,161.00
2090,15-4731,MI,Open,High School,3,04:55:55,,156,0.00,4.67,160.67
2091,15-0546,CA,Middle School,Middle School,2,05:48:57,,157,0.00,3.40,160.40
2092,15-1027,CA,Open,High School,3,05:33:57,,142,0.00,18.29,160.29
2093,15-4378,CO,Open,High School,3,02:22:57,,151,0.00,9.00,160.00
2094,15-0598,NV,Open,High School,3,04:06:00,,160,0.00,0.00,160.00
2095,15-4166,UT,Open,High School,3,04:40:57,,160,0.00,0.00,160.00
2096,15-0013,NC,All Service,High School,3,05:31:59,,159,0.00,1.00,160.00
2097,15-3368,NC,All Service,High School,3,05:44:55,,160,0.00,0.00,160.00
2098,15-3547,FL,Middle School,Middle School,2,06:13:56,T,159,-2.00,3.00,160.00
2099,15-3363,HI,Middle School,Middle School,2,05:41:57,,160,0.00,0.00,160.00
2100,15-4601,PA,All Service,High School,3,05:46:55,,160,0.00,0.00,160.00
2101,15-2154,FL,Middle School,Middle School,2,05:43:57,,158,0.00,1.60,159.60
2102,15-2343,AL,Middle School,Middle School,2,05:47:56,,157,0.00,2.40,159.40
2103,15-3203,TX,Open,High School,3,05:31:56,,155,0.00,4.33,159.33
2104,15-2341,MD,Open,High School,3,02:44:55,,148,0.00,11.24,159.24
2105,15-5380,VA,Middle School,Middle School,2,04:49:59,,159,0.00,0.00,159.00
2106,15-0179,GA,Middle School,Middle School,2,05:04:56,,159,0.00,0.00,159.00
2107,15-0984,HI,All Service,High School,3,06:05:02,T,163,-4.00,0.00,159.00
2108,15-0438,FL,Middle School,Middle School,2,05:53:56,,153,0.00,6.00,159.00
2109,15-0137,RI,Open,High School,3,05:37:59,,151,0.00,7.86,158.86
2110,15-4165,FL,Middle School,Middle School,2,54:24:55,T,158,-4.00,4.60,158.60
2111,15-1384,FL,All Service,High School,3,02:48:00,,157,0.00,1.43,158.43
2112,15-0545,CA,Middle School,Middle School,2,05:44:56,,153,0.00,5.40,158.40
2113,15-0308,WA,Middle School,Middle School,2,05:36:57,,153,0.00,5.40,158.40
2114,15-3303,CT,Open,High School,3,04:21:55,,158,0.00,0.00,158.00
2115,15-3492,IA,Open,High School,3,05:05:59,,158,0.00,0.00,158.00
2116,15-4036,FL,Open,High School,3,05:23:57,,158,0.00,0.00,158.00
2117,15-3099,FL,Open,High School,3,05:12:59,,156,0.00,2.00,158.00
2118,15-1916,CA,Open,High School,3,05:35:57,,158,0.00,0.00,158.00
2119,15-3116,VA,Open,High School,3,05:56:57,,152,0.00,6.00,158.00
2120,15-4734,MI,Open,High School,3,12:23:56,T,143,-2.00,16.81,157.81
2121,15-4159,CO,Middle School,Middle School,2,04:49:56,,150,0.00,7.67,157.67
2122,15-4125,MD,Open,High School,3,05:35:55,,134,0.00,23.29,157.29
2123,15-2507,CO,Middle School,Middle School,2,04:27:56,,155,0.00,2.20,157.20
2124,15-3190,CA,Open,High School,3,02:05:56,,157,0.00,0.00,157.00
2125,15-2112,DC,Open,High School,3,03:39:58,,157,0.00,0.00,157.00
2126,15-1008,CAN,Open,High School,3,04:28:45,,157,0.00,0.00,157.00
