,TeamNumber,Location/Category,Division,Tier,ScoredImages,PlayTimehh:mm:ss,**,CCSScore,Adjust,CiscoScore,TotalScore
3084,15-0955,TX,All Service,High School,3,05:53:55,,65,0.00,0.00,65.00
3085,15-4801,CO,Middle School,Middle School,2,04:32:09,,61,0.00,3.80,64.80
3086,15-4811,CA,Open,High School,2,04:34:54,,62,0.00,2.67,64.67
3087,15-1201,GA,All Service,High School,2,01:29:59,,58,0.00,6.00,64.00
3088,15-2932,IA,Open,High School,3,01:47:58,,64,0.00,0.00,64.00
3089,15-4523,MO,All Service,High School,2,04:01:57,,64,0.00,0.00,64.00
3090,15-3815,CA,All Service,High School,3,03:08:56,,63,0.00,0.00,63.00
3091,15-3662,CA,Open,High School,3,02:58:58,,63,0.00,0.00,63.00
3092,15-4477,OH,Open,High School,1,04:08:59,,63,0.00,0.00,63.00
3093,15-5377,MI,Open,High School,1,05:51:55,,61,0.00,2.00,63.00
3094,15-3603,HI,Open,High School,2,05:24:57,,55,0.00,8.00,63.00
3095,15-2440,NC,All Service,High School,3,05:37:57,,63,0.00,0.00,63.00
3096,15-5373,WA,All Service,High School,2,07:30:52,T,47,-2.00,17.67,62.67
3097,15-3496,CA,Middle School,Middle School,1,06:13:48,MT,54,-7.00,15.40,62.40
3098,15-3433,FL,All Service,High School,2,02:12:28,,53,0.00,9.00,62.00
3099,15-3907,VA,Open,High School,2,03:47:56,,62,0.00,0.00,62.00
3100,15-5116,FL,All Service,High School,3,03:56:56,,62,0.00,0.00,62.00
3101,15-2122,SC,Open,High School,3,03:48:55,,62,0.00,0.00,62.00
3102,15-3569,FL,All Service,High School,2,04:32:56,,62,0.00,0.00,62.00
3103,15-1651,CA,Open,High School,2,04:51:56,,62,0.00,0.00,62.00
3104,15-4984,CA,Open,High School,1,04:56:59,M,67,-5.00,0.00,62.00
3105,15-2637,SC,All Service,High School,3,05:35:59,,47,0.00,14.76,61.76
3106,15-3906,CA,Middle School,Middle School,2,05:34:58,,56,0.00,5.20,61.20
3107,15-3091,MO,All Service,High School,1,03:23:56,M,76,-15.00,0.00,61.00
3108,15-3005,CA,Open,High School,1,03:00:59,,61,0.00,0.00,61.00
3109,15-4170,HI,Open,High School,1,04:21:56,,60,0.00,1.00,61.00
3110,15-3856,CA,Middle School,Middle School,2,05:44:49,,61,0.00,0.00,61.00
3111,15-3312,NC,All Service,High School,3,03:58:58,,61,0.00,0.00,61.00
3112,15-2142,AZ,Middle School,Middle School,2,05:23:56,,61,0.00,0.00,61.00
3113,15-4694,MD,All Service,High School,1,05:27:57,,61,0.00,0.00,61.00
3114,15-4703,CA,Open,High School,2,247:40:01,MT,76,-15.00,0.00,61.00
3115,15-4298,TX,Middle School,Middle School,2,05:35:56,,58,0.00,2.20,60.20
3116,15-5054,CA,Middle School,Middle School,2,03:13:56,,54,0.00,6.00,60.00
3117,15-4877,CT,Open,High School,2,02:08:58,,60,0.00,0.00,60.00
3118,15-4598,WA,Open,High School,1,02:56:57,,60,0.00,0.00,60.00
3119,15-4669,CA,Middle School,Middle School,2,03:42:56,,60,0.00,0.00,60.00
3120,15-4220,NY,All Service,High School,2,08:05:56,T,62,-2.00,0.00,60.00
3121,15-3260,TX,Middle School,Middle School,2,05:56:55,,60,0.00,0.00,60.00
3122,15-4796,CA,Open,High School,1,01:54:57,,59,0.00,0.00,59.00
3123,15-2357,FL,All Service,High School,2,04:17:56,,59,0.00,0.00,59.00
3124,15-2986,AL,Middle School,Middle School,2,02:46:57,,59,0.00,0.00,59.00
3125,15-3833,GA,Open,High School,2,04:18:00,,59,0.00,0.00,59.00
3126,15-5094,CAN,Open,High School,3,04:45:56,M,64,-5.00,0.00,59.00
3127,15-3241,CT,Middle School,Middle School,1,05:11:55,,59,0.00,0.00,59.00
3128,15-3444,CA,All Service,High School,2,05:32:57,,59,0.00,0.00,59.00
3129,15-3923,TX,Middle School,Middle School,2,103:15:56,T,53,6.00,0.00,59.00
3130,15-1419,CA,Middle School,Middle School,2,05:19:58,M,61,-5.00,2.60,58.60
3131,15-2505,CA,Middle School,Middle School,2,06:44:55,T,59,-4.00,3.60,58.60
3132,15-3904,VA,Open,High School,2,02:13:57,,50,0.00,8.00,58.00
3133,15-1514,NY,All Service,High School,2,01:47:56,,58,0.00,0.00,58.00
3134,15-4348,CA,All Service,High School,3,05:59:00,,58,0.00,0.00,58.00
3135,15-3639,WA,All Service,High School,1,02:49:56,,58,0.00,0.00,58.00
3136,15-1462,CA,All Service,High School,1,03:47:56,M,68,-10.00,0.00,58.00
3137,15-1734,MD,Open,High School,2,13:35:41,T,59,-2.00,0.00,57.00
3138,15-4470,HI,Middle School,Middle School,2,02:49:04,,57,0.00,0.00,57.00
3139,15-5291,NE,All Service,High School,1,03:36:57,,57,0.00,0.00,57.00
3140,15-3821,CA,All Service,High School,3,05:48:56,,57,0.00,0.00,57.00
3141,15-4722,NC,All Service,High School,2,05:47:58,,57,0.00,0.00,57.00
3142,15-1272,CA,Middle School,Middle School,2,04:01:57,,54,0.00,2.80,56.80
3143,15-3106,FL,Middle School,Middle School,1,05:41:56,M,64,-10.00,2.40,56.40
3144,15-3369,CA,Middle School,Middle School,2,02:06:56,,56,0.00,0.00,56.00
3145,15-5289,NE,All Service,High School,2,02:54:56,M,71,-15.00,0.00,56.00
3146,15-1062,CO,All Service,High School,2,03:22:56,,56,0.00,0.00,56.00
3147,15-5349,CA,Middle School,Middle School,2,04:40:57,,56,0.00,0.00,56.00
3148,15-3165,NM,Open,High School,2,04:18:56,,56,0.00,0.00,56.00
3149,15-4637,CA,Middle School,Middle School,2,05:39:56,,56,0.00,0.00,56.00
3150,15-3801,VA,Middle School,Middle School,1,05:06:55,,51,0.00,4.20,55.20
3151,15-5386,HI,All Service,High School,1,02:18:57,,55,0.00,0.00,55.00
3152,15-0712,IL,Middle School,Middle School,2,235:59:23,T,57,-2.00,0.00,55.00
3153,15-1267,GA,Middle School,Middle School,2,03:35:56,,55,0.00,0.00,55.00
3154,15-3218,TX,Middle School,Middle School,2,05:30:57,,55,0.00,0.00,55.00
3155,15-1104,IN,Open,High School,2,04:42:56,M,65,-10.00,0.00,55.00
3156,15-4664,CA,Middle School,Middle School,1,05:55:57,M,52,-5.00,8.00,55.00
3157,15-1170,NJ,Middle School,Middle School,2,05:09:55,,50,0.00,4.80,54.80
3158,15-3493,CA,Middle School,Middle School,2,03:19:56,,37,0.00,17.20,54.20
3159,15-3942,CA,Middle School,Middle School,2,05:40:56,M,52,0.00,2.20,54.20
3160,15-3134,TX,Middle School,Middle School,2,168:25:56,T,54,0.00,0.00,54.00
3161,15-5294,NY,Open,High School,3,02:45:56,,54,0.00,0.00,54.00
3162,15-1752,TX,Middle School,Middle School,2,02:28:57,,54,0.00,0.00,54.00
3163,15-3314,NC,All Service,High School,3,04:03:56,,54,0.00,0.00,54.00
3164,15-0601,NV,Open,High School,3,03:50:59,,54,0.00,0.00,54.00
3165,15-4619,IL,All Service,High School,1,04:00:56,,54,0.00,0.00,54.00
3166,15-3245,VA,All Service,High School,3,06:00:56,T,56,-2.00,0.00,54.00
3167,15-5323,NY,All Service,High School,3,05:21:18,,51,0.00,2.67,53.67
3168,15-0795,VA,All Service,High School,3,167:29:56,T,72,-19.00,0.00,53.00
3169,15-4855,FL,Open,High School,3,06:27:50,T,55,-2.00,0.00,53.00
3170,15-4785,FL,All Service,High School,3,04:39:54,,53,0.00,0.00,53.00
3171,15-3583,FL,Middle School,Middle School,2,04:43:56,,53,0.00,0.00,53.00
3172,15-3438,CA,Middle School,Middle School,2,05:17:56,,53,0.00,0.00,53.00
3173,15-1710,MD,All Service,High School,3,06:02:05,T,55,-2.00,0.00,53.00
3174,15-4886,MD,Middle School,Middle School,2,04:04:59,,49,0.00,3.60,52.60
3175,15-3587,CA,All Service,High School,1,02:53:56,,52,0.00,0.00,52.00
3176,15-2982,AL,Middle School,Middle School,2,02:26:57,,52,0.00,0.00,52.00
3177,15-3817,CA,All Service,High School,3,03:35:57,,52,0.00,0.00,52.00
3178,15-2939,VA,Middle School,Middle School,2,05:30:55,,52,0.00,0.00,52.00
3179,15-2723,CO,Open,High School,1,04:56:58,,52,0.00,0.00,52.00
3180,15-4822,NH,Open,High School,3,06:02:56,T,58,-6.00,0.00,52.00
3181,15-3320,VA,Open,High School,3,04:53:56,M,62,-10.00,0.00,52.00
3182,15-3362,IL,All Service,High School,2,04:22:57,M,62,-10.00,0.00,52.00
3183,15-3699,VA,Open,High School,2,04:46:09,,52,0.00,0.00,52.00
3184,15-2662,CA,All Service,High School,2,05:56:01,,52,0.00,0.00,52.00
3185,15-3811,CA,All Service,High School,1,06:10:00,T,54,-2.00,0.00,52.00
3186,15-3046,TX,Open,High School,2,01:19:56,,50,0.00,1.43,51.43
3187,15-3152,CA,Middle School,Middle School,1,05:21:56,,47,0.00,4.40,51.40
3188,15-1440,CA,Open,High School,2,02:38:00,,51,0.00,0.00,51.00
3189,15-5215,GA,Open,High School,3,03:04:57,,51,0.00,0.00,51.00
3190,15-3582,FL,Middle School,Middle School,2,04:45:55,,51,0.00,0.00,51.00
3191,15-4091,DE,All Service,High School,1,03:11:56,,51,0.00,0.00,51.00
3192,15-4541,MD,Open,High School,3,03:38:56,,51,0.00,0.00,51.00
3193,15-0462,MI,Open,High School,3,07:18:55,MT,58,-7.00,0.00,51.00
3194,15-3041,AZ,Open,High School,2,04:06:01,,51,0.00,0.00,51.00
3195,15-4245,SC,All Service,High School,3,05:37:56,,51,0.00,0.00,51.00
3196,15-1781,LA,Middle School,Middle School,2,05:25:55,,51,0.00,0.00,51.00
3197,15-2945,TX,Middle School,Middle School,1,05:29:56,,51,0.00,0.00,51.00
3198,15-2576,OK,Middle School,Middle School,2,02:44:57,,47,0.00,3.40,50.40
3199,15-2365,CA,Middle School,Middle School,2,01:35:59,,50,0.00,0.00,50.00
3200,15-2103,CA,Middle School,Middle School,2,02:48:57,,50,0.00,0.00,50.00
3201,15-4476,OH,Open,High School,1,04:37:58,,50,0.00,0.00,50.00
3202,15-2584,UT,Middle School,Middle School,2,04:13:56,,50,0.00,0.00,50.00
3203,15-4630,FL,All Service,High School,2,05:03:00,,50,0.00,0.00,50.00
3204,15-4053,TX,Middle School,Middle School,2,05:35:57,,39,0.00,10.60,49.60
3205,15-1268,CA,Middle School,Middle School,2,04:22:56,,46,0.00,3.40,49.40
3206,15-1369,UT,Open,High School,2,03:15:57,,48,-5.00,6.33,49.33
3207,15-4964,TX,Middle School,Middle School,1,03:25:56,,47,0.00,2.20,49.20
3208,15-1794,PA,Open,High School,1,07:19:55,T,51,-2.00,0.00,49.00
3209,15-3842,MI,Open,High School,3,01:14:56,,49,0.00,0.00,49.00
3210,15-0614,WI,All Service,High School,2,02:23:19,,49,0.00,0.00,49.00
3211,15-5139,SC,Open,High School,3,02:52:00,,45,0.00,4.00,49.00
3212,15-0215,FL,Middle School,Middle School,2,04:54:56,,45,0.00,4.00,49.00
3213,15-4300,PA,All Service,High School,1,04:56:55,,49,0.00,0.00,49.00
3214,15-3261,TX,Middle School,Middle School,2,05:54:56,,54,-5.00,0.00,49.00
3215,15-1938,TX,All Service,High School,3,03:14:55,,45,0.00,3.67,48.67
3216,15-1511,TX,Open,High School,2,05:51:57,,46,0.00,2.67,48.67
3217,15-2008,MD,All Service,High School,1,04:38:55,,48,0.00,0.00,48.00
3218,15-2581,UT,All Service,High School,2,04:35:58,,48,0.00,0.00,48.00
3219,15-5127,SC,Open,High School,3,01:50:56,,47,0.00,0.00,47.00
3220,15-2159,CO,Middle School,Middle School,2,04:18:56,,47,0.00,0.00,47.00
3221,15-1972,CA,Open,High School,3,03:26:01,,47,0.00,0.00,47.00
3222,15-2509,SC,Open,High School,3,04:12:56,,41,0.00,6.00,47.00
3223,15-3030,CA,Open,High School,1,04:40:00,,47,0.00,0.00,47.00
3224,15-0559,AL,Middle School,Middle School,2,05:36:56,,47,0.00,0.00,47.00
3225,15-3975,AR,All Service,High School,3,07:04:56,T,53,-6.00,0.00,47.00
3226,15-1321,NJ,All Service,High School,1,04:51:36,,43,0.00,3.67,46.67
3227,15-4526,CA,Open,High School,1,01:14:56,,46,0.00,0.00,46.00
3228,15-1637,TX,All Service,High School,1,02:48:55,,46,0.00,0.00,46.00
3229,15-4064,TX,Middle School,Middle School,1,05:30:56,,48,-5.00,3.00,46.00
3230,15-3748,TX,Middle School,Middle School,1,03:58:55,,46,0.00,0.00,46.00
3231,15-1191,CA,Middle School,Middle School,2,05:46:57,,46,0.00,0.00,46.00
3232,15-2742,AL,Middle School,Middle School,2,01:26:57,,42,0.00,3.60,45.60
3233,15-5237,CA,Middle School,Middle School,1,03:47:55,,45,0.00,0.00,45.00
3234,15-5408,CA,All Service,High School,1,03:23:56,,55,-10.00,0.00,45.00
3235,15-1243,FL,Open,High School,2,07:08:55,T,47,-2.00,0.00,45.00
3236,15-4265,CA,All Service,High School,1,03:28:56,M,55,-10.00,0.00,45.00
3237,15-5391,FL,All Service,High School,2,04:14:56,,45,0.00,0.00,45.00
3238,15-2918,FL,Middle School,Middle School,2,55:48:44,T,46,-4.00,3.00,45.00
3239,15-3361,IL,All Service,High School,3,99:07:47,MT,52,-7.00,0.00,45.00
3240,15-0791,NC,All Service,High School,1,02:28:55,,44,0.00,0.00,44.00
3241,15-1687,PA,All Service,High School,1,03:20:55,,44,0.00,0.00,44.00
3242,15-3874,NJ,All Service,High School,1,02:13:57,,44,0.00,0.00,44.00
3243,15-4070,IL,All Service,High School,3,02:18:56,,44,0.00,0.00,44.00
3244,15-3692,FL,Middle School,Middle School,2,05:58:56,,44,0.00,0.00,44.00
3245,15-2994,CO,Middle School,Middle School,2,04:01:56,,40,0.00,3.40,43.40
3246,15-5191,GA,All Service,High School,3,03:33:01,,37,0.00,6.24,43.24
3247,15-5281,IN,Middle School,Middle School,1,56:43:56,T,45,-2.00,0.00,43.00
3248,15-4803,OK,Middle School,Middle School,2,02:26:57,,32,0.00,10.40,42.40
3249,15-3941,CO,Middle School,Middle School,2,01:42:57,,38,0.00,4.20,42.20
3250,15-1795,PA,Open,High School,1,59:48:55,T,44,-2.00,0.00,42.00
3251,15-3224,MO,Middle School,Middle School,1,08:05:55,T,44,-2.00,0.00,42.00
3252,15-4078,CA,All Service,High School,2,02:57:02,,42,0.00,0.00,42.00
3253,15-4471,HI,Middle School,Middle School,2,02:45:01,,42,0.00,0.00,42.00
3254,15-4806,NJ,Middle School,Middle School,2,05:49:59,M,52,-10.00,0.00,42.00
3255,15-4381,NY,All Service,High School,1,03:54:56,,40,0.00,1.60,41.60
3256,15-4235,VA,All Service,High School,1,01:35:58,,41,0.00,0.00,41.00
3257,15-3756,CA,All Service,High School,2,01:59:55,,41,0.00,0.00,41.00
3258,15-3615,SC,All Service,High School,1,04:22:56,,41,0.00,0.00,41.00
3259,15-3939,CO,Middle School,Middle School,2,01:54:56,,37,0.00,3.80,40.80
3260,15-2882,CA,Middle School,Middle School,2,22:17:58,T,39,-2.00,3.20,40.20
3261,15-3344,WY,Middle School,Middle School,2,02:00:56,,40,0.00,0.00,40.00
3262,15-3664,CA,Open,High School,2,02:51:56,,40,0.00,0.00,40.00
3263,15-1420,AL,All Service,High School,1,03:49:55,,40,0.00,0.00,40.00
3264,15-4213,OH,All Service,High School,3,05:43:59,,40,0.00,0.00,40.00
3265,15-1780,LA,Middle School,Middle School,2,05:36:56,,40,0.00,0.00,40.00
3266,15-5333,OH,All Service,High School,1,03:23:55,,32,0.00,7.67,39.67
3267,15-0479,PA,All Service,High School,1,01:00:56,,39,0.00,0.00,39.00
3268,15-5256,CO,All Service,High School,1,02:45:55,,39,0.00,0.00,39.00
3269,15-4891,RI,Open,High School,1,04:29:56,,39,0.00,0.00,39.00
3270,15-1165,NC,All Service,High School,3,05:32:57,,39,0.00,0.00,39.00
3271,15-2369,GA,All Service,High School,3,26:42:55,T,44,-6.00,0.60,38.60
3272,15-4301,PA,All Service,High School,3,05:05:17,,38,0.00,0.00,38.00
3273,15-3131,TX,Middle School,Middle School,2,01:48:57,,37,0.00,0.00,37.00
3274,15-1169,NJ,Middle School,Middle School,2,04:15:56,,37,0.00,0.00,37.00
3275,15-1447,NC,All Service,High School,1,03:11:55,,37,0.00,0.00,37.00
3276,15-2376,AL,Middle School,Middle School,2,04:03:56,,37,0.00,0.00,37.00
3277,15-3926,GA,Open,High School,2,05:16:58,,29,0.00,8.00,37.00
3278,15-4233,FL,Middle School,Middle School,1,01:37:55,,36,0.00,0.00,36.00
3279,15-5021,OH,All Service,High School,1,03:01:55,,36,0.00,0.00,36.00
3280,15-2124,SC,Open,High School,3,04:19:55,,36,0.00,0.00,36.00
3281,15-2464,CA,All Service,High School,2,05:29:56,M,41,-5.00,0.00,36.00
3282,15-3359,TX,All Service,High School,3,05:43:03,,36,0.00,0.00,36.00
3283,15-0684,TX,Middle School,Middle School,2,05:57:56,,36,0.00,0.00,36.00
3284,15-3642,TX,Middle School,Middle School,1,05:53:55,,36,0.00,0.00,36.00
3285,15-2520,LA,Middle School,Middle School,1,03:12:56,,33,0.00,2.80,35.80
3286,15-3973,NJ,Middle School,Middle School,1,04:09:55,,34,0.00,1.80,35.80
3287,15-4468,HI,Middle School,Middle School,2,02:42:56,,35,0.00,0.00,35.00
3288,15-4825,TX,Open,High School,3,03:13:56,,35,0.00,0.00,35.00
3289,15-4425,NJ,Middle School,Middle School,2,04:09:56,,35,0.00,0.00,35.00
3290,15-4784,FL,All Service,High School,3,04:56:56,,35,0.00,0.00,35.00
3291,15-1228,TX,All Service,High School,2,05:47:56,,35,0.00,0.00,35.00
3292,15-3332,CA,Open,High School,1,00:57:56,,34,0.00,0.00,34.00
3293,15-2143,GA,All Service,High School,1,03:18:56,,34,0.00,0.00,34.00
3294,15-0824,TX,All Service,High School,2,02:48:56,,34,0.00,0.00,34.00
3295,15-4963,TX,Middle School,Middle School,1,04:24:56,,30,0.00,3.80,33.80
3296,15-2777,NJ,All Service,High School,3,02:13:57,,27,0.00,6.33,33.33
3297,15-4069,IL,All Service,High School,2,01:57:56,,33,0.00,0.00,33.00
3298,15-3693,MA,Open,High School,1,06:02:56,T,35,-2.00,0.00,33.00
3299,15-4915,MI,Open,High School,2,02:16:55,,28,0.00,4.52,32.52
3300,15-1373,UT,Open,High School,3,22:12:54,MT,32,-7.00,7.33,32.33
3301,15-3172,MT,Open,High School,1,00:29:56,,26,0.00,6.00,32.00
3302,15-0770,HI,All Service,High School,1,02:17:56,,32,0.00,0.00,32.00
3303,15-3758,TX,Open,High School,1,02:56:56,M,37,-5.00,0.00,32.00
3304,15-0719,AL,Middle School,Middle School,2,05:41:56,,30,0.00,2.00,32.00
3305,15-5400,CO,Middle School,Middle School,2,04:23:55,,32,0.00,0.00,32.00
3306,15-2799,TX,Middle School,Middle School,2,05:25:55,,32,0.00,0.00,32.00
3307,15-3377,CA,Middle School,Middle School,1,04:54:57,,27,0.00,4.40,31.40
3308,15-4854,TX,All Service,High School,1,03:09:56,,24,0.00,7.00,31.00
3309,15-4277,TX,All Service,High School,1,04:05:55,,31,0.00,0.00,31.00
3310,15-2933,CA,Open,High School,2,03:38:58,,31,0.00,0.00,31.00
3311,15-3972,NJ,Middle School,Middle School,1,04:20:56,,31,0.00,0.00,31.00
3312,15-5389,FL,All Service,High School,3,04:10:57,,31,0.00,0.00,31.00
3313,15-1274,SD,All Service,High School,3,06:00:57,T,28,-2.00,4.67,30.67
3314,15-4148,UT,Open,High School,3,01:44:57,,27,0.00,3.00,30.00
3315,15-3816,CA,All Service,High School,3,03:27:57,,30,0.00,0.00,30.00
3316,15-4093,CT,Middle School,Middle School,1,02:02:57,,30,0.00,0.00,30.00
3317,15-2314,NM,Middle School,Middle School,2,05:01:56,,30,0.00,0.00,30.00
3318,15-4827,TX,Open,High School,2,03:13:55,M,35,-5.00,0.00,30.00
3319,15-3840,MI,Open,High School,2,04:04:56,,30,0.00,0.00,30.00
3320,15-3446,TN,All Service,High School,1,06:00:56,T,32,-2.00,0.00,30.00
3321,15-4030,GA,Middle School,Middle School,1,05:51:55,M,35,-5.00,0.00,30.00
3322,15-4481,CO,Open,High School,1,27:01:56,T,31,-2.00,0.00,29.00
3323,15-1163,LA,All Service,High School,1,02:30:56,,29,0.00,0.00,29.00
3324,15-2390,SC,All Service,High School,3,01:19:57,,29,0.00,0.00,29.00
3325,15-5115,TX,Middle School,Middle School,2,12:21:56,T,31,-2.00,0.00,29.00
3326,15-2192,CA,Middle School,Middle School,2,03:16:56,,29,0.00,0.00,29.00
3327,15-1039,TX,All Service,High School,2,05:55:56,,29,0.00,0.00,29.00
3328,15-1456,RI,Open,High School,1,287:04:56,MT,27,2.00,0.00,29.00
3329,15-3509,WA,Open,High School,3,04:02:56,,24,0.00,4.33,28.33
3330,15-1871,CA,Open,High School,1,02:50:58,,4,0.00,24.14,28.14
3331,15-2120,TX,All Service,High School,3,03:01:00,,28,0.00,0.00,28.00
3332,15-3405,TX,Middle School,Middle School,2,02:26:58,,28,0.00,0.00,28.00
3333,15-3233,AZ,Open,High School,1,03:36:56,,28,0.00,0.00,28.00
3334,15-2144,GA,All Service,High School,1,04:13:56,,28,0.00,0.00,28.00
3335,15-4266,TX,Open,High School,1,05:16:56,M,33,-5.00,0.00,28.00
3336,15-1291,AR,Middle School,Middle School,1,05:25:56,,28,0.00,0.00,28.00
3337,15-3443,CA,All Service,High School,2,05:21:56,,28,0.00,0.00,28.00
3338,15-0625,TX,Middle School,Middle School,2,05:35:56,,25,0.00,3.00,28.00
3339,15-3757,CA,All Service,High School,3,00:31:56,,27,0.00,0.00,27.00
3340,15-4282,VA,Middle School,Middle School,1,01:03:56,,27,0.00,0.00,27.00
3341,15-2806,FL,All Service,High School,2,05:00:55,,27,0.00,0.00,27.00
3342,15-3420,AZ,All Service,High School,1,04:47:56,,27,0.00,0.00,27.00
